,Address,Suburb,Price,Bedrooms,Bathrooms,Garage,Land_Area,Floor_Area,Build_Year,Cbd_Dist,Nearest_Stn,Nearest_Stn_Dist,Date_Sold,Postcode,Nearest_Sch,Nearest_Sch_Dist
9343,20 Heritage Terrace,Gnangara,485000,5,2,2,10500,204,1994,19.3,Edgewater Station,8.7,05-2003,6077,Landsdale Christian School,3.1
9344,20 Herne Street,Herne Hill,230000,4,1,2,983,190,1972,18.8,Midland Station,5.9,08-2016,6056,Swan Christian College,2.2
9345,20 Highbury Street,Floreat,1900000,3,1,2,1020,238,1941,5.8,Shen,2.7,06-2019,6014,Newman College,1.9
9346,20 Hilda Road,Waikiki,750000,4,2,3,947,196,1979,42.7,Warnbro Station,2.3,08-2020,6169,South Coast Baptist College,1.6
9347,20 Hillegine Court,Gosnells,321000,4,2,1,701,154,1983,17.3,Madding,1.8,06-2020,6110,St Francis' School,2.1
9348,20 Hillier Crescent,Hamilton Hill,521000,3,1,2,760,95,1962,15.7,Murdoch Station,5.8,09-2020,6163,Seton Catholic College,1.0
9349,20 Hillway,Nedlands,1750000,3,2,2,1012,304,1981,6.0,Shen,3.4,09-2019,6009,Christ Church Grammar School,3.4
9350,20 Hilory Street,Coolbellup,575000,4,2,2,375,234,2014,15.2,Murdoch Station,4.8,01-2016,6163,Seton Catholic College,1.1
9351,20 Hokin Street,Waikiki,620000,6,3,2,829,350,2001,43.1,Warnbro Station,2.0,05-2019,6169,South Coast Baptist College,1.7
9352,20 Hollingsworth Avenue,Koondoola,156000,3,1,3,703,85,1976,12.1,Warwick Station,6.1,07-2015,6064,Mercy College,0.5
9353,20 Hollins Bend,Madeley,650000,4,2,2,600,222,2002,16.0,Greenwood Station,3.7,09-2016,6065,The Montessori School,1.3
9354,20 Holmfirth Street,Menora,875000,3,1,2,767,181,1952,3.7,Mount Lawley Station,2.4,06-2019,6050,Mount Lawley Senior High School,0.6
9355,20 Hooley Road,Midvale,510000,3,1,1,1039,123,1946,16.9,Midland Station,1.9,07-2014,6056,Youth Futures Community School,1.4
9356,20 Hope Place,Waikiki,255500,3,1,2,680,150,1990,40.8,Rockingham Station,2.1,04-2020,6169,South Coast Baptist College,0.8
9357,20 Hopetoun Terrace,Shenton Park,1410000,3,2,1,495,181,1920,5.0,Shen,0.4,05-2019,6008,Shenton College,0.5
9358,20 HORSESHOE CIRCUIT,Henley Brook,1150000,4,2,4,3038,313,2002,19.9,Guildford Station,10.9,09-2013,6055,Swan Valley Anglican Community School,1.6
9359,20 Hovea Crescent,City Beach,2000000,5,3,2,852,264,1954,9.4,Grant Street Station,6.3,04-2016,6015,Newman College,2.4
9360,20 Hubert Street,Guildford,658000,4,1,3,373,121,1900,12.4,East Guildford Station,0.7,03-2016,6055,Guildford Grammar School,1.0
9361,20 Huxley Court,Camillo,290000,3,1,2,690,159,1977,22.3,Kelmscott Station,2.1,06-2017,6111,Kelmscott Senior High School,1.8
9362,20 Icterine Road,Eglinton,435000,4,2,2,375,149,2016,43.2,Butler Station,4.9,02-2017,6034,Yanchep Secondary College,5.8
9363,20 Impressions Way,Singleton,399000,4,2,1,600,180,2006,54.5,Mandurah Station,10.4,04-2016,6175,Comet Bay College,2.1
9364,20 Ingleton Lane,Mount Lawley,814000,3,2,2,200,181,2015,3.2,Mount Lawley Station,0.7,07-2019,6050,Perth College,0.4
9365,20 Inverness Court,Cooloongup,377500,4,2,2,649,165,1995,38.9,Rockingham Station,1.0,01-2020,6168,Kolbe Catholic College,2.3
9366,20 Inverness Edge,Connolly,1300000,6,4,2,1064,686,2004,25.4,Joondalup Station,1.5,01-2015,6027,Lake Joondalup Baptist College,1.1
9367,20 Isaac Way,Calista,295000,5,2,2,850,104,1970,33.5,Wellard Station,1.6,03-2012,6167,Peter Carnley Anglican Community School,0.9
9368,20 Isobel Street,Bentley,502500,5,2,2,809,163,1949,7.7,Welshpool Station,0.5,06-2017,6102,St Norbert College,2.0
9369,20 Jacob Close,Wanneroo,235500,4,2,2,687,129,2002,22.4,Edgewater Station,4.3,12-2018,6065,Wanneroo Secondary College,0.6
9370,20 Jacqueline Street,Bayswater,872000,4,2,3,1095,405,2010,8.0,Ashfield Station,0.9,10-2020,6053,Cyril Jackson Senior Campus,1.1
9371,20 Jade Street,Mount Richon,590000,4,2,4,966,169,1998,27.5,Armadale Station,1.0,07-2014,6112,Armadale Senior High School,1.0
9372,20 Jane Brook Drive,Jane Brook,450000,3,2,2,717,204,2000,20.5,Midland Station,5.6,08-2017,6056,Swan View Senior High School,3.1
9373,20 Jasmin Way,Maida Vale,630000,3,2,2,1158,182,1982,16.4,Midland Station,7.5,12-2019,6057,Darling Range Sports College,3.2
9374,20 Jennings Way,Lockridge,395000,3,1,4,728,93,1975,11.3,Bassendean Station,2.4,03-2015,6054,Kiara College,1.1
9375,20 Jerrail Street,Yanchep,380000,4,2,2,450,195,2013,51.5,Butler Station,13.2,11-2020,6035,Yanchep Secondary College,2.5
9376,20 Jindare Loop,Carramar,470000,4,2,2,616,173,2004,27.5,Currambine Station,4.5,03-2018,6031,Joseph Banks Secondary College,1.4
9377,20 Jordan Street,Haynes,190000,3,2,2,364,165,2015,3.25,Mandurah Station,3.2,01-2014,6112,Dale Christian School,0.8
9378,20 Jubaea Gardens,Mount Claremont,985000,3,2,2,463,164,1991,6.9,Loch Street Station,0.7,01-2018,6010,John Xxiii College,0.7
9379,20 Jubata Court,Maida Vale,433000,4,2,2,566,200,2002,15.0,Midland Station,7.4,07-2020,6057,Darling Range Sports College,2.3
9380,20 JUSTINIAN Street,Palmyra,773000,3,2,2,523,102,1995,12.0,North Fremantle Station,4.0,05-2019,6157,Melville Senior High School,1.4
9381,20 Jutland Way,The Vines,320000,3,2,2,353,117,2013,27.1,Midland Station,15.9,06-2020,6069,Holy Cross College,5.0
9382,20 Kalbarri Crescent,Bertram,436000,4,2,2,629,180,2008,33.5,Kwinana Station,2.2,06-2017,6167,The King'S College,1.1
9383,20 Kalbarri Pass,Jane Brook,603000,4,2,2,600,194,2014,21.3,Midland Station,6.3,10-2015,6056,Swan View Senior High School,3.3
9384,20 Kennedy Street,Melville,620000,3,2,3,892,136,1955,10.5,North Fremantle Station,5.1,08-2020,6156,Melville Senior High School,1.3
9385,20 Kilmaine Road,Ridgewood,447500,4,2,2,549,199,2007,35.0,Butler Station,3.4,07-2017,6030,Alkimos Baptist College,1.0
9386,20 Kimberley Drive,Secret Harbour,335000,3,2,2,318,184,2009,50.4,Warnbro Station,7.9,11-2020,6173,Comet Bay College,2.0
9387,20 Kingsall Road,Attadale,1755000,5,4,2,931,435,1999,9.8,North Fremantle Station,5.1,08-2019,6156,Santa Maria College,1.3
9388,20 Kingsford Court,Port Kennedy,470000,4,2,4,734,226,1995,45.6,Warnbro Station,3.1,05-2018,6172,Warnbro Community High School,0.8
9389,20 Kirby Way,Samson,509000,3,1,1,617,96,1981,14.0,Murdoch Station,5.0,06-2020,6163,Seton Catholic College,0.8
9390,20 Kirkstall Way,Sawyers Valley,549500,4,2,2,1856,208,1991,32.8,Midland Station,18.9,03-2010,6074,Mundaring Christian College,1.9
9391,20 Knight Avenue,Yokine,445000,3,1,2,308,159,1998,7.0,Stirling Station,3.9,12-2018,6060,Dianella Secondary College,1.6
9392,20 Kulin Pass,Canning Vale,330000,3,2,2,203,89,2007,14.7,Thornlie Station,2.8,09-2020,6155,Canning Vale College,2.0
9393,20 Kurrawa Street,Hillman,305000,3,1,1,692,103,1978,38.0,Rockingham Station,0.8,05-2015,6168,Kolbe Catholic College,1.2
9394,20 Kyle Court,Joondalup,380000,3,1,1,247,95,1996,25.2,Joondalup Station,0.7,02-2018,6027,Lake Joondalup Baptist College,0.7
9395,20 Laguna Green,Jandakot,670000,4,2,2,739,222,1990,16.3,Cockburn Central Station,3.0,06-2014,6164,Lakeland Senior High School,1.6
9396,20 Landor Road,Gooseberry Hill,640000,3,2,3,2461,150,1982,17.9,Midland Station,8.3,11-2014,6076,Kalamunda Senior High School,2.7
9397,20 Lang Road,Mundijong,327500,3,1,2,20713,156,1998,38.1,Armadale Station,14.3,05-2004,6123,Court Grammar School,1.5
9398,20 Langford Boulevard,Madeley,530000,4,2,2,500,159,2002,16.0,Greenwood Station,4.0,03-2018,6065,Kingsway Christian College,1.2
9399,20 Leake Street,Forrestdale,480000,4,2,2,867,161,1993,23.5,Armadale Station,6.6,10-2016,6112,Carey Baptist College,4.4
9400,20 Leeward Avenue,Eglinton,195000,3,2,2,299,123,2016,43.2,Butler Station,5.0,03-2015,6034,Yanchep Secondary College,5.7
9401,20 Leeway Loop,Alkimos,342000,4,2,2,465,112,2011,42.5,Butler Station,4.1,08-2020,6038,Butler College,6.1
9402,20 Letchford Street,Samson,540000,3,1,2,744,126,1970,14.8,Murdoch Station,5.4,10-2014,6163,Seton Catholic College,0.2
9403,20 Lilac Hill Vista,Madeley,580000,4,2,2,543,169,2002,15.6,Greenwood Station,4.0,08-2016,6065,Kingsway Christian College,1.2
9404,20 Lill Place,Anketell,980000,4,2,1,21236,240,2000,29.6,Kwinana Station,3.6,07-2013,6167,The King'S College,5.3
9405,20 Loaring Road,Bickley,1625000,4,2,2,59116,400,2000,23.5,Madding,12.5,05-2016,6076,Carmel Adventist College,1.7
9406,20 Lomax Court,Beeliar,555000,5,3,2,699,184,2001,20.6,Cockburn Central Station,5.5,12-2016,6164,Divine Mercy College,2.5
9407,20 London Way,Bateman,660000,5,2,3,724,190,1982,12.3,Murdoch Station,0.5,08-2017,6150,Corpus Christi College,0.9
9408,20 Lord Maselle Place,Mariginiup,865000,4,2,2,20468,258,1990,27.9,Currambine Station,10.3,03-2016,6078,Joseph Banks Secondary College,5.6
9409,20 Lorne Avenue,Hammond Park,475000,4,2,2,619,210,2004,23.5,Cockburn Central Station,4.3,05-2016,6164,Atwell College,2.5
9410,20 Luscombe Street,Kewdale,305000,3,1,2,691,125,1970,7.4,Vic,3.0,10-2018,6105,Australian Islamic College - Kewdale,1.0
9411,20 Lynda Crescent,Cooloongup,310000,3,1,1,686,119,1985,39.5,Rockingham Station,0.9,12-2016,6168,Safety Bay Senior High School,1.6
9412,20 Mader Road,Mundijong,339000,4,2,1,910,111,1993,39.4,Armadale Station,15.3,05-2011,6123,Court Grammar School,2.2
9413,20 Magnesia Road,Wattle Grove,579000,4,2,2,500,207,2011,12.7,Madding,6.3,10-2018,6107,Darling Range Sports College,3.2
9414,20 Magpie Court,High Wycombe,505000,4,2,1,702,183,1988,14.3,Midland Station,6.5,12-2020,6057,Darling Range Sports College,2.9
9415,20 Maida Vale Road,Maida Vale,449000,4,2,2,546,182,2005,15.0,Midland Station,6.9,03-2020,6057,Darling Range Sports College,2.6
9416,20 Mainsail Drive,Ocean Reef,1010000,4,2,2,926,294,2000,24.1,Joondalup Station,3.7,06-2018,6027,Ocean Reef Senior High School,0.6
9417,20 Mallard Avenue,Bibra Lake,591000,6,2,3,870,180,1979,15.4,Murdoch Station,2.7,02-2018,6163,Kennedy Baptist College,2.1
9418,20 Mann Street,Cottesloe,1855000,6,2,2,795,245,1945,9.5,Grant Street Station,0.3,04-2019,6011,Presbyterian Ladies College,0.7
9419,20 Manoora Court,Quinns Rocks,600000,4,2,2,662,265,2002,35.6,Butler Station,3.0,01-2018,6030,Alkimos Baptist College,1.1
9420,20 March Street,Gwelup,745000,3,2,2,729,207,1991,10.4,Stirling Station,2.3,11-2015,6018,Balcatta Senior High School,1.6
9421,20 Marchwood Boulevard,Butler,359000,4,2,2,594,142,2002,36.7,Butler Station,1.8,10-2018,6036,Butler College,0.9
9422,20 Margaret Street,Watermans Bay,1675000,5,2,2,1025,313,1981,15.0,Warwick Station,4.1,02-2014,6020,Carine Senior High School,2.1
9423,20 Massey Turn,Mundaring,705000,4,2,2,2001,201,1999,30.7,Midland Station,16.6,12-2016,6073,Mundaring Christian College,0.7
9424,20 Matisse Street,Ashby,510000,4,2,2,583,160,2004,24.7,Joondalup Station,3.4,02-2014,6065,Wanneroo Secondary College,2.8
9425,20 Mckenzie Road,Shoalwater,660000,4,2,6,1012,204,1999,40.8,Rockingham Station,4.9,03-2019,6169,Rockingham Senior High School,2.7
9426,20 McKirdy Way,Marmion,735000,4,2,2,720,150,1976,15.7,Warwick Station,3.4,01-2012,6020,Sacred Heart College,1.8
9427,20 McLeish Place,Thornlie,330000,5,2,2,686,150,1980,15.5,Thornlie Station,2.1,05-2019,6108,Thornlie Senior High School,0.5
9428,20 Melliodora Circle,Mirrabooka,300000,3,1,1,638,115,1985,11.2,Warwick Station,5.7,09-2020,6061,Mercy College,0.5
9429,20 Melrose Crescent,Menora,1400000,4,3,4,931,246,1940,3.4,Perth Station,3.3,04-2012,6050,Mount Lawley Senior High School,0.8
9430,20 Melvich Green,Butler,340000,4,2,2,435,182,2008,38.5,Butler Station,0.6,06-2019,6036,Butler College,2.2
9431,20 Mentor Street,Baldivis,660000,5,3,3,804,289,2012,43.7,Warnbro Station,4.8,06-2020,6171,Tranby College,1.5
9432,20 Metroliner Drive,Currambine,437000,4,2,2,560,156,1998,27.1,Currambine Station,0.5,07-2020,6028,Lake Joondalup Baptist College,1.8
9433,20 Middleton Way,Bull Creek,640000,4,2,2,682,195,1974,12.0,Murdoch Station,1.0,01-2017,6149,All Saints' College,1.4
9434,20 Milford Green,Mindarie,640000,4,2,2,650,205,1998,32.4,Clarkson Station,2.4,07-2018,6030,Youth Futures Community School,0.7
9435,20 Mills Road,Martin,460000,4,2,2,1937,178,1991,18.5,Gosnells Station,0.7,08-2016,6110,Lumen Christi College,1.0
9436,20 Miramare Boulevard,Currambine,475000,4,2,2,439,156,2000,26.8,Currambine Station,0.6,09-2018,6028,Lake Joondalup Baptist College,1.4
9437,20 Moreau Mews,Applecross,1200000,3,2,2,327,193,2002,6.7,Canning Bridge Station,0.7,04-2018,6153,Aquinas College,2.0
9438,20 Morgan Street,Shenton Park,2080000,5,2,2,458,258,1910,4.8,Shen,0.3,10-2017,6008,Shenton College,0.5
9439,20 Morialta Avenue,Quinns Rocks,395000,4,2,2,563,149,1995,35.3,Butler Station,3.4,09-2020,6030,Alkimos Baptist College,1.2
9440,20 Mornington Drive,Banksia Grove,490000,4,2,2,603,234,2009,27.6,Currambine Station,5.9,10-2017,6031,Joseph Banks Secondary College,1.6
9441,20 Morton Road,Carmel,690000,4,2,2,21324,307,1994,24.4,Madding,11.6,09-2005,6076,Carmel Adventist College,1.4
9442,20 Mowbray Grange,Brabham,379000,4,2,2,450,152,2013,18.0,Guildford Station,8.9,08-2019,6055,Swan Valley Anglican Community School,3.2
9443,20 Muja Lane,Woodbridge,840000,4,2,2,281,233,2008,14.8,Midland Station,0.3,04-2016,6056,Youth Futures Community School,0.7
9444,20 Musgrove Crescent,Boya,352500,3,1,2,3182,150,1960,18.9,Midland Station,5.9,04-2006,6056,Treetops Montessori School,1.9
9445,20 Mustang Drive,Henley Brook,420000,4,2,2,512,155,2002,20.4,East Guildford Station,11.1,06-2016,6055,Swan Valley Anglican Community School,1.2
9446,20 Myerson Crescent,Maida Vale,437500,3,1,2,522,127,1998,14.8,Midland Station,7.0,03-2016,6057,Darling Range Sports College,2.5
9447,20 Narla Retreat,Stoneville,599000,4,2,2,2004,200,1989,30.0,Midland Station,15.4,04-2017,6081,Mundaring Christian College,3.2
9448,20 Narrabeen Place,Kallaroo,1080000,5,2,1,832,213,1993,21.7,Edgewater Station,4.2,12-2020,6025,St Mark'S Anglican Community School,1.4
9449,20 Naval Parade,Ocean Reef,730000,4,2,2,728,250,1989,24.6,Joondalup Station,3.3,04-2019,6027,Ocean Reef Senior High School,0.3
9450,20 Newbold Place,Jane Brook,420000,3,1,7,632,131,2002,20.5,Midland Station,5.4,10-2015,6056,Swan View Senior High School,2.0
9451,20 Newport Way,Lynwood,452000,3,1,1,696,105,1971,12.1,Thornlie Station,2.3,10-2015,6147,Langford Islamic College,0.9
9452,20 Nirimba Close,South Guildford,425000,4,2,2,707,139,1999,12.9,Woodbridge Station,2.9,02-2018,6055,Guildford Grammar School,2.7
9453,20 Nollamara Avenue,Nollamara,400000,2,1,1,361,127,1958,7.9,Stirling Station,3.3,11-2020,6061,Dianella Secondary College,1.7
9454,20 Olenek Place,Beechboro,412000,3,1,2,821,110,1988,11.9,Ashfield Station,5.5,07-2017,6063,Kiara College,1.6
9455,20 Olive Street,Guildford,530000,3,1,1,421,112,1920,12.3,Guildford Station,0.7,08-2012,6055,Guildford Grammar School,1.0
9456,20 Olympus Loop,Merriwa,332000,4,2,2,513,135,2004,35.5,Butler Station,2.9,06-2018,6030,Alkimos Baptist College,0.6
9457,20 Orsino Boulevard,North Coogee,1250000,3,2,2,441,388,2010,19.3,Fremantle Station,6.3,02-2017,6163,Port School,2.9
9458,20 Osmaston Road,Carine,812000,4,2,2,803,234,1983,14.4,Warwick Station,2.5,10-2016,6020,Carine Senior High School,0.9
9459,20 Otram Way,Churchlands,1170000,4,2,2,837,248,1984,7.9,Glendalough Station,3.5,06-2016,6018,Churchlands Senior High School,0.3
9460,20 Owl Lane,Gidgegannup,1175000,4,4,2,20000,325,2015,29.6,Midland Station,14.6,10-2016,6083,Mundaring Christian College,8.9
9461,20 Paddock View,Gidgegannup,820000,4,2,2,20003,222,2004,35.1,Midland Station,20.1,11-2020,6083,Eastern Hills Senior High School,7.6
9462,20 Painter Crescent,Mundaring,700000,3,2,2,2000,208,1997,30.5,Midland Station,16.4,10-2020,6073,Mundaring Christian College,0.8
9463,20 Palana Road,City Beach,1625000,5,2,2,809,254,1975,9.2,Grant Street Station,5.5,11-2016,6015,Newman College,2.8
9464,20 Palmer Street,Attadale,1350000,4,2,2,856,230,1971,9.5,North Fremantle Station,5.0,11-2018,6156,Santa Maria College,0.9
9465,20 Panache Gardens,Joondalup,395000,3,1,1,642,117,1989,26.9,Currambine Station,0.4,12-2017,6027,Lake Joondalup Baptist College,1.3
9466,20 Parella Court,Bennett Springs,425000,4,2,2,561,155,1996,11.9,Bayswater Station,6.6,05-2017,6063,Kiara College,2.5
9467,20 PARK Street,Tuart Hill,730000,3,2,2,330,150,2009,6.8,Stirling Station,2.7,08-2017,6060,Servite College,0.9
9468,20 Parker Avenue,Sorrento,1380000,3,1,2,1031,131,1965,16.9,Greenwood Station,3.2,06-2019,6020,Sacred Heart College,0.7
9469,20 Parkfield Boulevard,Bertram,370000,4,2,5,563,142,2002,33.1,Kwinana Station,1.6,01-2016,6167,The King'S College,0.8
9470,20 Paskin Street,Balcatta,485000,3,2,2,8989,142,2004,9.7,Stirling Station,3.0,12-2020,6021,Balcatta Senior High School,0.9
9471,20 Patchett Street,Cloverdale,480000,3,2,5,624,125,1963,8.2,Burswood Station,4.3,04-2018,6105,Belmont City College,1.1
9472,20 Patterson Drive,Middle Swan,455000,4,2,3,654,159,1993,18.0,Midland Station,3.1,02-2015,6056,Swan Christian College,1.8
9473,20 Pearse Street,North Fremantle,1065000,3,1,2,365,150,1920,13.7,North Fremantle Station,0.7,11-2018,6159,John Curtin College Of The Arts,1.5
9474,20 Pembroke Court,Warnbro,1350000,4,2,2,3365,250,2000,43.9,Warnbro Station,2.3,07-2018,6169,Living Waters Lutheran College,1.3
9475,20 Pendula Gardens,Mirrabooka,435000,5,2,1,700,134,1987,10.7,Warwick Station,6.5,04-2015,6061,John Septimus Roe Anglican Community School,0.8
9476,20 Pepin Court,Joondalup,437000,4,2,2,705,148,1994,26.6,Currambine Station,1.7,07-2019,6027,Lake Joondalup Baptist College,1.5
9477,20 Peraldini Court,Beeliar,575000,4,2,2,697,188,1998,20.8,Cockburn Central Station,5.9,01-2017,6164,Divine Mercy College,2.8
9478,20 Pesaro Green,Secret Harbour,330000,4,2,2,594,132,1994,50.5,Warnbro Station,8.0,03-2019,6173,Comet Bay College,2.1
9479,20 Peter Way,Rossmoyne,1330000,4,2,2,850,243,2006,10.2,Bull Creek Station,1.1,01-2018,6148,Rossmoyne Senior High School,0.6
9480,20 Phoenix Terrace,Hocking,549000,4,2,2,587,206,2006,21.1,Edgewater Station,4.2,09-2020,6065,Wanneroo Secondary College,1.1
9481,20 Pomera Drive,Byford,370000,4,2,2,582,182,2007,31.1,Armadale Station,6.9,03-2020,6122,Byford Secondary College,2.2
9482,20 Portsea Gardens,Jandakot,780000,5,3,2,540,263,1999,16.6,Cockburn Central Station,2.7,03-2018,6164,Lakeland Senior High School,1.1
9483,20 Poseidon Way,Parkwood,460000,3,1,2,700,110,1975,11.2,Thornlie Station,3.6,11-2017,6147,Lynwood Senior High School,0.2
9484,20 Precision Avenue,Mullaloo,500000,3,1,1,680,98,1984,22.3,Edgewater Station,2.6,10-2018,6027,Belridge Secondary College,1.2
9485,20 Prospector Loop,Bassendean,499000,3,2,2,240,149,2010,9.6,Bassendean Station,0.4,01-2019,6054,Cyril Jackson Senior Campus,0.9
9486,20 Provincial Mews,Bibra Lake,530000,6,2,2,722,204,1995,16.2,Murdoch Station,4.9,05-2020,6163,Perth Waldorf School,1.1
9487,20 Purser Cove,Murdoch,725000,4,2,4,956,330,1988,12.6,Murdoch Station,1.5,10-2017,6150,Corpus Christi College,1.0
9488,20 Quindalup Court,Hillman,410000,4,3,2,1002,185,1978,38.1,Rockingham Station,0.6,04-2016,6168,Kolbe Catholic College,1.0
9489,20 Radian Road,Beldon,460000,3,1,1,681,148,1979,22.4,Edgewater Station,1.8,05-2015,6027,Belridge Secondary College,0.3
9490,20 Rangeview Court,Maddington,370000,4,3,2,757,200,1990,17.5,Madding,2.2,03-2018,6109,St Francis' School,2.0
9491,20 Redfox Crescent,Huntingdale,430000,4,1,6,680,120,1987,17.6,Gosnells Station,3.3,12-2017,6110,Southern River College,1.3
9492,20 Renshaw Boulevard,Clarkson,229000,4,2,3,504,211,1994,33.0,Clarkson Station,2.3,05-2019,6030,Quinns Baptist College,0.9
9493,20 Repton Loop,Canning Vale,675000,4,2,2,663,244,2004,17.0,Thornlie Station,5.0,10-2019,6155,Providence Christian College,1.1
9494,20 Reynolds Road,Forrestfield,460000,4,2,2,571,185,1994,13.5,Madding,6.4,08-2020,6058,Darling Range Sports College,2.4
9495,20 Richards Crescent,Craigie,700000,3,1,2,680,105,1986,20.7,Edgewater Station,1.2,11-2020,6025,Belridge Secondary College,1.5
9496,20 Ridge Close,Edgewater,780000,5,3,2,901,243,1983,21.7,Edgewater Station,1.2,06-2020,6027,Mater Dei College,1.3
9497,20 River Fig Place,Alexander Heights,449000,4,2,5,543,220,1992,14.1,Warwick Station,6.0,08-2016,6064,Girrawheen Senior High School,1.8
9498,20 Riversdale Pass,Jandakot,640000,4,2,2,450,316,2003,16.7,Cockburn Central Station,2.6,03-2019,6164,Lakeland Senior High School,1.1
9499,20 Roberta Street,Daglish,910000,4,2,2,379,155,2000,4.8,Daglish Station,0.5,06-2011,6008,Shenton College,1.2
9500,20 Robinson Street,Fremantle,405000,3,2,2,320,126,2009,13.4,Fremantle Station,3.0,11-2018,6160,John Curtin College Of The Arts,1.9
9501,20 Rosemary Street,Wattle Grove,430000,4,2,2,456,186,2010,12.4,Kenwick Station,4.4,08-2017,6107,St Norbert College,3.7
9502,20 Ross Street,Kewdale,700000,5,2,2,585,244,2010,6.9,Vic,2.8,05-2017,6105,Belmont City College,0.7
9503,20 Rotherfield Road,Westminster,435000,3,1,1,819,104,1965,10.3,Warwick Station,3.8,02-2017,6061,Balcatta Senior High School,2.1
9504,20 Rothsay Crescent,Menora,1400000,3,2,2,842,192,1945,3.9,Perth Station,3.7,09-2010,6050,Mount Lawley Senior High School,0.9
9505,20 Round Hill Drive,Port Kennedy,379000,4,2,2,570,170,1996,46.6,Warnbro Station,4.2,06-2018,6172,Warnbro Community High School,1.9
9506,20 Rousham Street,Canning Vale,680000,4,2,2,707,327,2000,16.9,Thornlie Station,4.7,11-2020,6155,Providence Christian College,1.3
